안전시설명,안전시설전화번호,소재지도로명주소,소재지지번주소,위도,경도,현존주소여부
세종문구,032-671-5616,경기도 부천시 오정로252번길 38,경기도 부천시 오정동 546,37.52914286,126.7882707,S
명동일번지,032-683-7288,,경기도 부천시 오정동 566-21,,,F
지혜수퍼(나들가게),,경기도 부천시 상오정로7번길 9,경기도 부천시 오정동 586-6,37.52462224,126.7846297,S
현성슈퍼(나들가게),032-681-1975,경기도 부천시 상오정로 60-5,경기도 부천시 오정동 615 고려상가 1층,37.52325442,126.7904935,S
더존부동산,032-682-7100,,경기도 부천시 오정동 717,37.53078196,126.7829939,S
(부천시)창대마트,032-657-7388,경기도 부천시 원미로 198,경기도 부천시 원미동 1-2,37.50004106,126.7933751,S
(부천시)CU편의점(원미사랑점),032-655-0388,경기도 부천시 조종로 27,경기도 부천시 원미동 103-10,37.49317448,126.787797,S
(부천시)아이마트,032-655-0304,경기도 부천시 원미로 111,경기도 부천시 원미동 115-1,37.49220639,126.7905475,S
(부천시)유림약국,032-665-3793,경기도 부천시 원미로 111,경기도 부천시 원미동 115-1,37.49220639,126.7905475,S
(부천시)캔디문구,032-611-2813,경기도 부천시 조종로 32,경기도 부천시 원미동 122-5,37.49281475,126.7881598,S
(부천시)부천메디칼약국,032-611-4040,경기도 부천시 부천로90번길 8,경기도 부천시 원미동 137-2,37.49192557,126.7847701,S
(부천시)코사마트(구 경진수퍼),032-652-1354,경기도 부천시 부흥로413번길 35,경기도 부천시 원미동 149-45,37.490237,126.7876584,S
(부천시)코사마트,032-652-1354,경기도 부천시 부흥로413번길 35,경기도 부천시 원미동 149-45,37.490237,126.7876584,S
(부천시)한우리마트,032-665-8988,경기도 부천시 원미로144번길 26,경기도 부천시 원미동 166-6,37.49462512,126.7928248,S
(부천시)우신약국,032-651-6524,경기도 부천시 원미로 77,경기도 부천시 원미동 182-3,37.48961943,126.7899329,S
한마음하얀집,032-654-3177,경기도 부천시 부흥로457번길 86,경기도 부천시 원미동 189-243,37.48990219,126.7918543,S
(부천시)원미문구점,032-612-3126,경기도 부천시 원미로57번길 52,경기도 부천시 원미동 197-2,37.48957037,126.7877168,S
(부천시)한빛약국,032-611-6330,경기도 부천시 원미로143번길 12,경기도 부천시 원미동 54-18,37.4954868,126.7909905,S
(부천시)풍전슈퍼,032-644-8909,경기도 부천시 조마루로 428,경기도 부천시 원미동 55-1,37.49700967,126.7910993,S
(부천시)천지약국,032-651-5872,경기도 부천시 원미로 141,경기도 부천시 원미동 77-9,37.49518111,126.7913532,S
(부천시)우등생문구,032-655-7953,경기도 부천시 원미로131번길 22,경기도 부천시 원미동 82-19,37.4944852,126.7901566,S
효마트,032-674-4217,경기도 부천시 상오정로182번길 39,경기도 부천시 원종동 126-12,37.5284493,126.798545,S
샘터부동산,032-682-7200,경기도 부천시 소사로 819,경기도 부천시 원종동 166-8,37.5290632,126.8045506,S
대화약국,032-678-2459,경기도 부천시 원종로 26,경기도 부천시 원종동 217,37.52384338,126.8027092,S
대은약국,032-681-0148,경기도 부천시 소사로808번길 6,경기도 부천시 원종동 231,37.52792893,126.8051305,S
원종슈퍼,032-673-9828,경기도 부천시 소사로808번길 43,경기도 부천시 원종동 241-14,37.52842781,126.8071316,S
보물섬문구,032-672-5350,경기도 부천시 소사로794번길 36,경기도 부천시 원종동 250-2,37.52739984,126.8066252,S
365플러스(부천장원점),032-674-3927,경기도 부천시 소사로748번길 40,경기도 부천시 원종동 283-9,37.52256214,126.8069886,S
cu편의점(앵무점),032-684-2236,경기도 부천시 원종로79번길 26,경기도 부천시 원종동 293,37.52515119,126.8089389,S
샘물약국,032-677-7589,경기도 부천시 성지로101번길 38,경기도 부천시 원종동 299-2,37.52808877,126.8091576,S
CU편의점(부천원종점),032-671-2459,경기도 부천시 삼작로 382,경기도 부천시 원종동 375,37.51959306,126.8041006,S
코사마트(장군슈퍼),032-672-5256,경기도 부천시 소사로 837,경기도 부천시 원종동 70-8,37.53086606,126.8050775,S
영아트(원종초),032-678-6817,,경기도 부천시 원종동 영아트,,,F
크로바베이커리,032-681-0455,경기도 부천시 삼작로 494-1,경기도 부천시 작동 33-11,37.51834269,126.8163769,S
우리슈퍼,032-677-3120,경기도 부천시 까치로 117,경기도 부천시 작동 63-2,37.51670251,126.8050697,S
(부천시)홈 PLUS마트,032-321-1534,,경기도 부천시 중동 1028,37.5096237,126.7629125,S
(부천시)교촌치킨,032-328-1600,경기도 부천시 길주로 199,경기도 부천시 중동 1033-4,37.5049514,126.7648048,S
(부천시)글로리아문구,032-325-4024,경기도 부천시 계남로 165,경기도 부천시 중동 1039-1,37.50747889,126.7671606,S
(부천시)부천중3동우체국,032-324-0005,경기도 부천시 계남로 211,경기도 부천시 중동 1051-4,37.50720115,126.7725223,S
(부천시)크로바문구,032-328-8550,경기도 부천시 계남로 208,경기도 부천시 중동 1052-2,37.50683988,126.7720711,S
(부천시)이플러스마트,032-326-3438,경기도 부천시 계남로 202,경기도 부천시 중동 1052-3,37.50698148,126.77077,S
(부천시)삼성전자중동점,032-322-0880,경기도 부천시 길주로 267,경기도 부천시 중동 1058,37.50395747,126.7724644,S
(부천시)하나공인중개사,032-329-4994,경기도 부천시 신흥로238번길 18,경기도 부천시 중동 1065,37.50456898,126.7765227,S
(부천시)온유동물병원,032-652-7566,경기도 부천시 길주로 342,경기도 부천시 중동 1087,37.50206271,126.7804658,S
(부천시)주연테크컴퓨터,032-323-8119,경기도 부천시 계남로334번길 33-4,경기도 부천시 중동 1096-13.,37.50067628,126.7810467,S
(부천시)심원모닝아트문구점,032-666-2737,경기도 부천시 계남로346번길 40,경기도 부천시 중동 1096-6,37.49995549,126.7810488,S
(부천시)또래문구,032-662-2924,,경기도 부천시 중동 1104,37.50142961,126.7791898,S
(부천시)중동종로약국,032-329-8006,경기도 부천시 부흥로303번길 36,경기도 부천시 중동 1123번지,37.49636927,126.7761629,S
(부천시)세븐일레븐,032-326-6287,경기도 부천시 부흥로303번길 50,경기도 부천시 중동 1128-2,37.49670242,126.7760488,S
(부천시)중동수약국,032-326-9933,경기도 부천시 소향로 246,경기도 부천시 중동 1134,37.50020541,126.775077,S
(부천시)테크노,070-7435-3019,경기도 부천시 중동로248번길 38,경기도 부천시 중동 1145,37.50120615,126.7707766,S
(부천시)시스페이스중동점,032-327-2248,경기도 부천시 중동로 244,경기도 부천시 중동 1152,37.5014549,126.768989,S
(부천시)GS 중동타운점,032-321-1170,경기도 부천시 석천로 174,경기도 부천시 중동 1159-8.,37.50270426,126.7629912,S
(부천시)GS 중동공원점,032-323-6399,경기도 부천시 소향로 149,경기도 부천시 중동 1160-3,37.50209384,126.7641014,S
(부천시)BC800커피부천중앙공원점,032-325-2507,경기도 부천시 소향로 127,경기도 부천시 중동 1161-2번지 소향로 127,37.50236875,126.7619405,S
(부천시)메디팜순천향약국,032-321-6451,,경기도 부천시 중동 1170,37.50101138,126.7590724,S
(부천시)홍진김밥,032-324-2997,,경기도 부천시 중동 1171,37.50128672,126.7615256,S
(부천시)포도할인마트,032-322-1031,,경기도 부천시 중동 1171번지,37.50128672,126.7615256,S
(부천시)아주마트,032-324-2577,,경기도 부천시 중동 1172번지,37.49854103,126.7582775,S
(부천시)문구나라,032-325-2485,,경기도 부천시 중동 1182,37.49742825,126.769386,S
우성문구(미용재료),032-322-8044,,경기도 부천시 중동 1184-6,37.49689824,126.7748043,S
(부천시)그린타운부동산,032-322-7000,,경기도 부천시 중동 1185-2.,37.4956268,126.7742654,S
(부천시)복사골문구점,032-654-6444,,경기도 부천시 중동 1186,37.49418204,126.7680505,S
(부천시)메디안약국,032-668-7711,,경기도 부천시 중동 1186,37.49418204,126.7680505,S
(부천시)GS25시 편의점,032-657-6945,경기도 부천시 심중로114번길 35,경기도 부천시 중동 1203-7,37.49298291,126.7722155,S
(부천시)최재연헤어모드,032-612-9767,경기도 부천시 심중로132번길 38,경기도 부천시 중동 1204-11,37.49439801,126.7724938,S
(부천시)드림팰리스문구,032-326-5964,,경기도 부천시 중동 1289,37.48984732,126.7675778,S
(부천시)88슈퍼,032-652-5767,경기도 부천시 장말로175번길 28-2,경기도 부천시 중동 733-4,37.49431348,126.7617402,S
(부천시)뉴시티약국,032-664-6565,경기도 부천시 중동로 159,경기도 부천시 중동 749-16,37.49400853,126.7668863,S
(부천시)학생문구,032-655-8599,경기도 부천시 심중로27번길 124,경기도 부천시 중동 819-16,37.48695375,126.7668859,S
(부천시)코사마트 춘의점,032-675-5130,경기도 부천시 길주로391번길 25,경기도 부천시 춘의동 137-1,37.5044513,126.7858307,S
미래팜대학약국,031-717-7570,,경기도 성남시 분당구 구미동,,,F
세븐일레븐(오리역점),031-713-4774,,경기도 성남시 분당구 구미동,,,F
럭키마트,031-715-6462,경기도 성남시 분당구 미금일로 55,경기도 성남시 분당구 구미동 112-2번지 하얀마을6단지 상가,37.34567068,127.1136277,S
GS25시,031-8022-6004,경기도 성남시 분당구 성남대로43번길 10,경기도 성남시 분당구 구미동 158 하나이지타워 107,37.33995458,127.1077399,S
세븐일레븐 분당성우점,031-711-7025,경기도 성남시 분당구 구미로 16,경기도 성남시 분당구 구미동 189-1,37.3376451,127.1109415,S
기린약국,031-711-4771,경기도 성남시 분당구 미금로 48,경기도 성남시 분당구 구미동 205-1,37.33775703,127.1164936,S
김밥천국,031-719-8320,경기도 성남시 분당구 미금로 48,경기도 성남시 분당구 구미동 205-1,37.33775703,127.1164936,S
위너스태권도,,,경기도 성남시 분당구 구미동 211번지 구미동 대림아파트상가 위너스태권도,37.3350898,127.1167153,S
구미문구,031-716-4405,경기도 성남시 분당구 미금로22번길 9,경기도 성남시 분당구 구미동 213,37.33644913,127.1179699,S
분당메디칼 약국,031-717-4151,,경기도 성남시 분당구 구미동 23-1 분당프라자 안,,,F
미금마스터태권도장,031-716-8953,경기도 성남시 분당구 돌마로90번길 4,경기도 성남시 분당구 구미동 25-2 엘레강스프라자 A 705,37.34964598,127.1116584,S
성남구미동우체국,031-712-3004,경기도 성남시 분당구 돌마로90번길 6-3,경기도 성남시 분당구 구미동 27,37.34925876,127.1114322,S
CU(미금먹자골목점),,경기도 성남시 분당구 미금일로86번길 9,경기도 성남시 분당구 구미동 54-12번지,37.34675509,127.1101646,S
분당철물건재,031-717-0964,,경기도 성남시 분당구 금곡동,,,F
크린참 대학약국,031-712-4168,경기도 성남시 분당구 금곡로 233,경기도 성남시 분당구 금곡동 132,37.35325549,127.1154673,S
GS25시(분당성원점),031-717-6395,경기도 성남시 분당구 성남대로 170,경기도 성남시 분당구 금곡동 159 금곡프라자 112 113,37.35108961,127.1094597,S
리마카롱,031-716-2003,경기도 성남시 분당구 정자일로 55,경기도 성남시 분당구 금곡동 192 두산위브 109-103,37.35437273,127.1055929,S
GS25(분당두산위브점),,경기도 성남시 분당구 정자일로 55,경기도 성남시 분당구 금곡동 192번지 109동 104호 금곡동 192,37.3552561,127.1051539,S
GS25시(분당대덕점),031-716-6070,경기도 성남시 분당구 정자일로 25,경기도 성남시 분당구 금곡동 206 대덕프라자2 101호,37.35230939,127.1056014,S
백현홈마트,031-704-7172,경기도 성남시 분당구 판교역로 102,경기도 성남시 분당구 백현동 554,37.39011013,127.1120218,S
한국체육대학교특공무술,031-8017-9702,경기도 성남시 분당구 동판교로 52,경기도 성남시 분당구 백현동 600,37.38769305,127.1145702,S
나라부동산,031-8016-6700,경기도 성남시 분당구 동판교로52번길 5,경기도 성남시 분당구 백현동 604,37.38753086,127.11457,S
라이프마트,031-702-0724,,경기도 성남시 분당구 분당동,,,F
아름문구,031-704-0450,경기도 성남시 분당구 장안로52번길 5,경기도 성남시 분당구 분당동 118-2,37.37070331,127.1450489,S
부연떡집,031-702-0470,경기도 성남시 분당구 수내로 181,경기도 성남시 분당구 분당동 38번지 우방아파트 근린상가,37.37186722,127.1276539,S
GS25 샛별마을 삼부점,031-705-0219,,경기도 성남시 분당구 분당동 39 샛별마을 삼부 아파트 입구상가,,,F
소문난 떡집,031-705-3533,,경기도 성남시 분당구 분당동 39 우방아파트 근린상가,,,F
경희대장안체육관,031-708-6444,경기도 성남시 분당구 장안로 31,경기도 성남시 분당구 분당동 90-5,37.36972402,127.1426876,S
우리약국,031-703-5248,경기도 성남시 분당구 장안로 27,경기도 성남시 분당구 분당동 90-6 101호,37.36964326,127.1424052,S
CU(동판교골드점),,,경기도 성남시 분당구 삼평동 728번지 봇들마을6단지아파트 제4상가동 101호,37.40087135,127.11817,S
CU 판교월드마크점,031-703-0135,경기도 성남시 분당구 대왕판교로606번길 58,경기도 성남시 분당구 삼평동 741번지 월드마크 1동 24호,37.39544264,127.1135992,S
세븐일레븐 동판교점,031-8017-4953,경기도 성남시 분당구 동판교로 153,경기도 성남시 분당구 삼평동 742 8단지 나상가,37.39545002,127.1153271,S
세븐일레븐,031-709-5244,,경기도 성남시 분당구 삼평동 744 9단지 상가,,,F
성남분당우체국,031-721-8014,경기도 성남시 분당구 황새울로 347,경기도 성남시 분당구 서현동 257,37.38678384,127.1229361,S
삼성전자판매점 서현점,031-705-5544,경기도 성남시 분당구 황새울로 340,경기도 성남시 분당구 서현동 262-1 삼성서비스센터,37.38583792,127.1227991,S
중앙약국,031-703-7060,경기도 성남시 분당구 돌마로 478,경기도 성남시 분당구 서현동 298-3 효자촌프라자 102호,37.37689771,127.1333751,S
아람문구,031-708-3575,경기도 성남시 분당구 불정로 361,경기도 성남시 분당구 서현동 301,37.37356297,127.1342725,S
서울동물병원,031-702-5323,경기도 성남시 분당구 불정로 381,경기도 성남시 분당구 서현동 305-1,37.37450636,127.1366564,S
엄마약국,031-707-5440,경기도 성남시 분당구 불정로 379,경기도 성남시 분당구 서현동 305-2 서현프라자 103호,37.37428145,127.1363511,S
다원반찬,,경기도 성남시 분당구 불정로386번길 10,경기도 성남시 분당구 서현동 307 미래타운 상가 1층,37.37311735,127.1379296,S
